Index,comments
425,"The greatest shoes Nike Air Max Invigor and all the kind similars of Nike REQUIN/Nike Shark Tn at 8;17 a frenchboy it make pleazure i am french , and we prefer the Shark Nike "
426,"97, 270, 720 and the new 2090 are my favorite sneaker of all time."
427,"I dream of having an Air Max 90 volt colorway, but unfortunately i cant afford it..since were having a lockdown and no work at all..im just praying that all people in the world can survive in the covid 19 and have a covid free world once again...be safe everyone!!!god bless!!!"
428,"""sneaker is kind of a refuge for me""best phrase ive heard so far. i am recovering for OCD and my sneaker collection gives pride and confidence"
429,lol with my ocd i just turn my lights on and off until im satisfied
430,"The fact that all of them are rocking colorways of AM90, my favorite silhouette. "
431,"In London they were being worn on the streets as soon as they came out, which was long before the Grime scene emerged. Would have been nice to have mentioned the Hardcore/Jungle/Drum&Bass scene."
432,I love how they skipped the 270s because they look exactly the same as the new 2090 (but without the 90 ripoff)
433,"Happy Air Max Day Yessssss!!!!!!!!, They Are Fire "
434,"Awesome, story of air max, break the rules forever..."
435,"The 97's are my favourite, dont own a pair yet but soon enough, they're just "
436,@Mr cutz maybe u should have gone half a size up. My most comfortable pair of sneakers are my yeezy 350 v2's
437,Tomi Aiyeniko I got silver bullet and honestly there the least comftable pair I own of trainers
438,"There was a phase in my life where i don't wanna wear nike sneakers if it has no air bubble, i think it was in mid 90s.. that's how much i love the air unit, lol"
439,"More content like this! & How can we, the consumers get involved?"
440,This air max will be forgotten nothing beats 90- TN 2000 era
441,The 90 is also a staple in hardcore-punk scene as well
442,The BWs are the best design ever. @Nike bring them back and keep them updated. Bring them to Nike iD
443,"they're all dope. my 1st pair was in 1990 I bought Air max 90's LE (limited editions)  all leather, white leather with black details and light grey. Dope. Bought my first pair of classics in 2012,  reissues from HK Fa yuen street, navy blue with cheeta prints.Today bought MX-720-818's with tech pack trim, I hope they feel good, slept on a pair of 95's in armoury blue."
444,honestly people are just re using old culture
445,Damn straight air max are everywhere in Europe I been wearing 90’s everyday since they were released imo best trainer ever
446,"I just remember in the 90s at high school EVERYONE wearing all kinds of AIR MAX. You had a few that wore Rebok Hexalite but it was mostly Air Max. I remember my first pair at 14 i saved for and then the most expensive was £120 unlike today the VaporMax Plus sits around £200 all the time, well the pair i got was the most expensive and the comfort levels were off the chart. I think something has changed though as of 2010 i have yet to get that same comfort feeling with a new design.They are extremally popular here in the UK"
447,Shoe had a lasting impact man !!!
448,"Old skool ravers  90s, closely followed by nike air max classic bw 91. You need to bring 91s back"
449,Bought Air Max Impact 2 with my own money after working hard. Feeling satisfied.
450,"I hate how expensive this shoe is but I tried on a pair and there was no breaking them in period, simply the most comfortable shoe I have ever worn."
451,Thanks for this Nike 
452,Air Max 90 is my favorite but i am hunting down the Air Max 1 OG Colorway. 
453,Wished they mentioned australia cause like tns and air max shoes are like a big part of the eshay and street culture around here and like tns are fucking iconic over here
454,Bw’s were very popular in Australia in the 90’s.
455,"Nike's legendary model, the Goddess of Nike ~ #airmax"
456,"If Tinker didn't design it , I'm not interested!..Team Air Max 90 for eva "
457,95s baby! But on the real tho..I was pregnant with my 1st & only kiddo while doing my last intern for nursing school.. I had gained 100lbs  and my feet were killing me.. my ankles were swollen and it was all bad.. I got myself a pair of airmax and they saved my life I would never had made it thru those last months without my Nike airmaxs! 
458,Honestly...Wang Yibo brought me here.. after launching airmax 2090 last March 26 in China and the sales was huge. And waiting for mine too
459,Handsdown to Airmax 2090.Nike combined all of their famous Airmax models from classic to newest to make a better performance Airmax.Nice I will consider this over 270 Reacts
460,"2090's are Uuuglyyyyyyy, tighty tighty lace setup"
461,I'll never forget the first Nike shoes I got don't remember what they were called all I remember they were blueish like with the air bubbles going around the back of the shoes and they were also strapped this was back around late 90s maybe 98 or 99
462,"This was amazing, should do different shoes like huarache , vapormax"
463,Air Max 90 My Favorite 
464,when those original airmax 1 came out I thought it was the greatest invention ever!
465,"My first pair of airmax were BWs. Introduced to me by a friend in highschool back in 2008, I fell in love ever since."
466,AirMax 1's..OG red or OG blue..most perfect shoe ever made hands down!
467,Not once did someone mention the LTD 3. The most underrated Air Max.
468,"My all time favorite Air Max is the BW,"
469,DJ Clark Kent is on Point with his view of the Old Generation vs New Generation about Nike Shoes
470,"Dont own a pair yet, but this has me wanting to change that asap. Too bad I missed the reverse duck camo AM90s"
471,They're on StockX for pretty good prices
472,man the guys from patta are so dope. legends
473,The 95s are the best air max of all time
474,Absolutely ! The most comfortable Air Max ever.
475,"@Maxwell Agreed, my triple blacks are beautiful."
476,And yet is the most priced air maxes of the line.
477,"the original 1s are the best of all time, fight me "
478,More content like this please
479,"I have owned 2 nikes and 2 Jordan shoes. And those shoes are really perfect. Nike did really a good job at making not just shoes. But also some other clothes like a shirt, a tracksuit, pants, shorts and so on. So yeah,Good job nike- Damian "" Robert "" Galewski "
480,The greatest shoes Nike Air Max Invigor and all the kind similars of Nike REQUIN/Nike Shark Tn
481,This docu is amazing!!
482,The 2090's are going to become a classic within a decade
483,Please bring back the Air max classic BW!!!!!!
484,"Damn.....was that inspiring or WHAT?! 1,90,93,95,97,98,+,tn,bw and 2090...... What a legacy."
485,Great video but it’s sad that they skipped on a lot of Air Max models.
486,"AM 2090 might be not the most durable or practicable shoes, but they are so freaking comfortable 10 / 10. I can't stop moving when I put them on."
487,"I can choose a certain model air max but some of my favs are 2090, excee and 720s in certain color ways. As far as silhouette it's those 3."
488,"Great vid, love it !!"
489,I was born in 90 so i really love this shoe just got a blk & grey pair
490,I was 9yo and in London my AM90's where known as the SE 3's in those days.
491,The best shoes 
492,@Nike  We Dutch people need our Air Max Classic/BW. Please start producing and selling them again. They aren't for sale anymore as from the 2018s. Its 2020 and I wrecked my last pair and only walked 3 months on them due to a production fault. You should considder cooperating with Id&amp;T and create some special ones directed to our Dutch &quot;gabber&quot; culture!My top 31. Air Max Classic/BW2. Air Force Max (OG)3. Air Force 180 (OG)I've recently bought a pair of Air Force Max CB2 Hyperfuse from 2013. They are great and lucky I was still able to get them from a kind of hidden store who had 1 pair left.
493,"Nike Air Max 90 is my favorite sneakers I have blue, turquoise and grape ones and I love it so comfy."
494,The new 2090s look dope
495,90s are the best shoe ever created. If i had to chose 1 shoe to wear forever itd be AM90s
496,"I currently have one pair of the 90's, one pair of the new Air Structure Triax 91, just got my first BW Persian Violet, they are , have a pair of the 95's, have the air max primes aswell, troughout the years I've had many air max models, such as the tailwind 2010, fingertrap max, airmax 360, airmax 180, airmax tailwind 6, some air force 1's here and there, but the 90', the triax 91' and BW are the best for me... best shoes in the world!"
497,"Wish they would have spent more time talking about design aesthetics and less glorifying the shoe as if it is something divine...And they just totally glossed over the 2090's instead of talking about the how's and why's of the design...Oh well, a nice 24 minutes either way..."
498,1209Best looking Air Max ever IMO.
499,"Half of airmax day is on my birthday too. Watching with my 1,90 and 97 on the wall, love 'em all >"
500,When i got my 1st job.  I always went to footlocker  £110s.  Sneaker of dreamz.. Nikeboy
501,"Finally a New Air Max that I can actually stand Behind! The 1's, & 90's the Best, the rest Suck ass! But these 2090 look Great!"
502,I wear only 90s and Air Force 1s but I copped a custom made of this
503,Can’t wait for my pair to arrive!
504,Waiting for my 720 Horizon and i love my Air Max 200!
