,Index,comments,location,dislikes,likes
336,336,"Great video. Learned a lot, including how much of a staple Air Max were in grime & gabber.",mumbai,79,22
337,337,I'm gonna go out on a limb and say anyone that both watched and commented is a Air Max sneakerhead and clearly has exquisite tasteTinker is a living breathing Legend,chennai,62,70
338,338,The Air Tuned Collection for me is my favorite and easily misunderstood by the many usually people think TN and think hood but it's actually got sick designs,bangalore,14,81
339,339,My all time Fav pair is the 2007 - Alphabet pack (AM1’s) straight  and great memories from coming to London as a kid and seeing people wearing them.,delhi,91,40
340,340,This is a true Love story to Airmax! My favs were 95s since 95 lol. But within the last few years I have changed to 97s. I don't care what colorway.  Airmax will ALWAYS reign supreme.,kolkata,13,47
341,341,Funny 90’s growing up story My mom once told me that I couldn’t have “Nike air’s” I could only buy “Nike’s” cuz the airs are too much.  Explaining that they are one and the same was mind blowing for her,mumbai,9,94
342,342,"Merry Air Max Day people  Cool insight into the new silhouette, I'm surprised it didn't drop in a remixed OG Infrared colourway though. I know it's not the activation for the time yet, but I'm intrigued to know what's coming for 95's as well. There's been a lot of sick in-house Air Max colourways designed over the past year, but I'm looking forward to seeing what collabs hold in store this year, the Sk 5 on a Tailwind 5 sounds like certified  I think you should get Kendrick on Air as well, he'll bring some sick concepts to the table.",chennai,56,68
343,343,"Crazy how I still choose an Airmax 90 to be on my feet all day over my Reacts, Ultraboosts, ZoomX. Just the right level of comfort and stability that my feet like.",delhi,21,64
344,344,"Yea, its crazy how comofortabel they are, although I find my 95s more comfortable.",chennai,77,67
345,345,"I ordered my 2090 pair an hour after it went live. Excited to see where they take me.Thanks, Will",mumbai,85,70
346,346,I’m probably in the minority!  Favorite is the Air Max 180 Ultramarine!  .  My 2018  of the year was the 180 CDG.  The black/pink color way on the 180 silhouette are   Only wished I bought three more pair!  Loved those!  Classic.,delhi,96,77
347,347,Love Documentaries like these,chennai,42,32
348,348,My most favorite air max is the BW. My first of these were black with gold. I was a teenager then. I have to admit that I did like it when I was told that it looked cool on me. I was able to buy the Nike air max Classic BW (Marina). I keep them mostly for parties and going out.,chennai,16,40
349,349,this has that vibe like something a teacher would make you watch in class,delhi,8,11
350,350,https//youtube.com/shorts/pX3aS_lmyuA?feature=share,delhi,86,14
351,351,I have to watch this in class rn ,kolkata,54,20
352,352,HAHAH my teacher just assigned us to watch this for my sports marketing class,bangalore,33,65
353,353,"Can confirm, I have to watch this video for a stem project.",kolkata,11,78
354,354,@Brodey wong consoomer,bangalore,40,70
355,355,@Yellow Jell-O oro,kolkata,8,33
356,356,How you know that,bangalore,77,13
357,357,But this is actually cool or interesting,bangalore,61,12
358,358,If my teachers let me watch this then they would be my favourite teacher ever,delhi,80,66
359,359,I wish my teacher made me watch this.,chennai,77,81
360,360,My design teacher makes us watch vids like these haha,delhi,36,45
361,361,Leave them kids alone...,mumbai,40,44
362,362,Science Teacher,kolkata,61,33
363,363,I recall my first time trying them 90s on damn! This is the most comfy shoe I have EVER tried on my foot,chennai,24,72
364,364,"Happy Air Max Day!  As having just turned 47, I HAVE HAD THEM ALL!! And have loved every single one of them ",delhi,55,40
365,365,"love the styles everyone is rockin here, AM is such a versatile shoe",delhi,89,82
366,366,Just got my Air Max 90 slides today. Something so amusing about the shoe being reborn into a flip flop was just too much for me to pass up. Recently Nikes have been somewhat hit or miss for me. But the AM 90 never misses.,delhi,31,67
367,367,I grew up with 95's being called 110's. Feel like that's the UK's stamp on that shoe and Dizzy cemented it in history in this documentary.Edit Not actually sure if 110's started in the UK but growing up I thought it was just in our neighborhood that existed.,bangalore,53,67
368,368,Was a pleasure to be a part of this movie. Thanks @ Nike!,chennai,62,51
369,369,I remember when these came out back when I was in grade 3.  The air bubble was wild back then!,bangalore,31,17
370,370,Love Air Max. 97 and 90 are my favourite ,mumbai,97,25
371,371,Air Max have always been my favorite type of sneakers no cap!,bangalore,72,31
372,372,The air Max bw will always be my favorites because they're the first joints that all the hoods rocked heavy,bangalore,76,39
373,373,All white leather Air Max 90. The first sneaker I ever bought with my own money and it was what started my passion for both sneakers and fashion.,delhi,96,35
374,374,Air Max was the shoe that started my love for shoes,delhi,30,21
375,375,As a man who loves shoes I needed this video thank you ,mumbai,15,52
376,376,"Amazing history, I can't wait to get my first Air Max sneakers ",kolkata,50,62
377,377,"I was too young to experience this sneaker game. Although I do have stories and connections to the Yeezy 350s that come out, it should be more accessible like the Air Max collection.",delhi,74,73
378,378,Others Gives long ass speech about air maxesMe Theyre comfy AF,kolkata,56,86
379,379,@Mostafayoff - مصطفيوف  I did that but I didn't stop buying them lol,bangalore,50,65
380,380,Mostafayoff - مصطفايوف  your opinion but it is comfortable,bangalore,10,43
381,381,Mostafayoff - مصطفايوف  So because instead of walking around it you stepped on it huh... if it popped your bubble that means if you’re wearing other shoes that’s gonna be your foot dude.,mumbai,47,85
382,382,@Mostafayoff - مصطفيوف  only because you are too stupid to walk straight you blame the shoe...,bangalore,2,22
383,383,Jamie Whitehouse the air max culture vs the “sneaker” culture are different things. The sneaker culture now is resale. People dont appreciate shoes as people did. Shoes are shoes but now days shoes are a source of income.,bangalore,66,53
384,384,"It is the worst shoe and the stupidest idea for shoes on the face of the earth .. Because I bought several Air Max shoes a few years ago, and when I went and friends on the way to the cinema, I mistook on a nail that was lying on the floor and suddenly the air was emptied from the inside of the shoe and I became walking, limping, and my shape became embarrassing in the street .. Since that day I have been sharing all of my acquaintances and friends and social media  with this disastrous experience with this stupid shoe so that a small nail in the street makes it useless.",bangalore,64,12
385,385,Then you aint apart of the culture my brother,kolkata,42,79
386,386,and they look dope,chennai,9,21
387,387,"I love 90s, who doesn't, but the 93 are criminally slept on.",kolkata,42,56
388,388,Had these back in the day! Maybe I’ll share the picture one day,chennai,35,29
389,389,"""We're not growing up in this time."" Made me remember I cannot never judge this generation...",mumbai,55,97
390,390,This generation sucks,mumbai,41,14
391,391,"Thank you for this video gift, it is a gem and I would see it again!  ",kolkata,37,51
392,392,I hope y'all can put more content out like this,chennai,11,64
393,393,First pair I bought myself was a pair of premium air Max 1s which I rocked almost every day for a year. My birthday also lands on air Max day which makes them even more special,delhi,38,46
394,394,I got goosebumps when I heard how much they appreciate sneakers as much as I do.,delhi,64,68
395,395,It ain’t that deep,kolkata,83,93
396,396,AirMax is a culture of all people..it wasn't one that made the sneaker more popular or cool to wear..I come from a melted pot of 3 major cities from 3 different states in 1 with population of 100k and music was not influenced by our street wear..it was the style and colors of Air Max...AIR MAX 4EVER,mumbai,87,8
397,397,Air Max 90's and 97's will always be my favourite,chennai,6,4
398,398,I share the same favorites as ya,mumbai,65,78
399,399,Thank you Nike for including Gabber and finally giving us some recognition!,delhi,55,95
400,400,Agreed but Start producing them again please... 3 years of not producing is to long ;(,kolkata,68,0
401,401,I love air max 720 because they are so unique and comfortable. I dont get why everyone sleeping on them,kolkata,12,27
402,402,Wow.....Pure Power. Thank You Nike,delhi,76,36
403,403,I am truly blessed to have been gifted some 90’s in my childhood. To me it’s a playful shoe that looks best on children.,chennai,88,32
404,404,everyone.*,bangalore,31,28
405,405,"Air Max 90 are definitely my fav's, followed by 97 and 95.",mumbai,79,80
406,406,i <3 air max 90s I always thought these shoes looked cool,kolkata,30,57
407,407,"I leave in The Brazil, and man, the brazilians loves nike's air max 90, 95 and 97. But maan, I love so much the model air 90 Light, is incredible shoes!!!",chennai,71,86
408,408,I love my 2090 =) Super confortable and stylish!! Keep it up naikiiiiiiiiii,delhi,16,52
409,409,Air max  my first pair are the hyper grape air max 90s. But I plan on getting more ,kolkata,77,40
410,410,Just copped the air max 2090 andthe comfort is so amazing it’s like a blessing for my feet,kolkata,85,50
411,411,I just really got into sneakers and the 90s are my go to. Great vid on the background for sure,mumbai,24,98
412,412,The 97s and the 720s are my favorites Beautiful shoes,mumbai,6,39
413,413,Happy Airmax day everyone!,chennai,30,78
414,414,Wow what’s a great video! I can’t wait until the day I can try on a pair of the 2090’s in store!,delhi,55,12
415,415,The bw classic and 90 make my childhood great,chennai,79,31
416,416,"Man, big props to that lady nurse who wears air max at workplace. I can relate ",mumbai,0,57
417,417,I'm a nurse and my airmaxs got me thru my last few months of intern plus being prego .. my feet were killing me lol I would never had made it without my 95s!,mumbai,29,8
418,418,Air Max 90 Ultra SE - best and favourite shoes I ever owned. I miss them dearly.,kolkata,54,28
419,419,For me the air max 90 is the best sneaker ever.,chennai,92,92
420,420,The greatest shoes Nike Air Max Invigor and all the kind similars of Nike REQUIN/Nike Shark Tn ,kolkata,70,13
421,421,Seen it on SNKR app! Awesome job! Cop'd the 2090's,delhi,10,72
422,422,The Air Max 90's is my fav cause not only the cool kids had em but when they released I was able to finally cop a pair & start my sneaker collection,kolkata,15,24
423,423,air max 90 forever! just graceful,bangalore,96,83
424,424,The Air Max 90 and the late 90's Tuned Air series will always be my favs.,delhi,23,11
425,425,"The greatest shoes Nike Air Max Invigor and all the kind similars of Nike REQUIN/Nike Shark Tn at 8;17 a frenchboy it make pleazure i am french , and we prefer the Shark Nike ",bangalore,58,72
426,426,"97, 270, 720 and the new 2090 are my favorite sneaker of all time.",mumbai,11,93
427,427,"I dream of having an Air Max 90 volt colorway, but unfortunately i cant afford it..since were having a lockdown and no work at all..im just praying that all people in the world can survive in the covid 19 and have a covid free world once again...be safe everyone!!!god bless!!!",chennai,96,69
428,428,"""sneaker is kind of a refuge for me""best phrase ive heard so far. i am recovering for OCD and my sneaker collection gives pride and confidence",mumbai,1,11
429,429,lol with my ocd i just turn my lights on and off until im satisfied,kolkata,60,11
430,430,"The fact that all of them are rocking colorways of AM90, my favorite silhouette. ",chennai,20,48
431,431,"In London they were being worn on the streets as soon as they came out, which was long before the Grime scene emerged. Would have been nice to have mentioned the Hardcore/Jungle/Drum&Bass scene.",kolkata,15,43
432,432,I love how they skipped the 270s because they look exactly the same as the new 2090 (but without the 90 ripoff),chennai,61,65
433,433,"Happy Air Max Day Yessssss!!!!!!!!, They Are Fire ",mumbai,45,46
434,434,"Awesome, story of air max, break the rules forever...",chennai,42,45
435,435,"The 97's are my favourite, dont own a pair yet but soon enough, they're just ",chennai,27,40
436,436,@Mr cutz maybe u should have gone half a size up. My most comfortable pair of sneakers are my yeezy 350 v2's,bangalore,19,23
437,437,Tomi Aiyeniko I got silver bullet and honestly there the least comftable pair I own of trainers,chennai,32,56
438,438,"There was a phase in my life where i don't wanna wear nike sneakers if it has no air bubble, i think it was in mid 90s.. that's how much i love the air unit, lol",chennai,41,5
